report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
26052019,amazon,871256e12,b00ta3l6ug,lynx,personal care,skin cleansing,lynx black shower gel 400ml,08052019,5,good purchase delivery,good purchase delivery,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1rdfsiihk44r1refcmcrarpdrvwttlieutf8asinb00ta3l6ug,organic,parent,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,04c3da2364f19454da6f605d5b6bbfc4
26052019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,22052019,4,excellent value,great price excellent value wish they did the other smells at the same price,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3tswm406rqbfrefcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,power sku,core of the core,true,0,585872a78d6b26ab939428958d40b25a
26052019,amazon,871256e12,b00ta3l6ug,lynx,personal care,skin cleansing,lynx black shower gel 400ml,06052019,4,findigs,found that after using two bottles found that shin was becoming quite dry stopped using,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3b6hfnvkv5r62refcmcrarpdrvwttlieutf8asinb00ta3l6ug,organic,parent,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,true,0,d999e0e3cfb102659c66a3845379ccd4
26052019,amazon,871045e12,b07p75ftr3,persil comfort,homecare,laundry,persil comfort new baby essential laundry kit3 items,27042019,5,perfect for eczema and sensitive skin,we use persin nonbio washing liquid all the time it is by far the best washing liquid for sensitive skin i suffer from eczema and have tried all sorts of sensitive skin washing liquids powder but persil is without a doubt the best comfort adds a little bit of softens to the whole mix and makes the clothes softer thus easier to wear removing the little bit of stiffness that can irritate very sensitive skin,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr3g2y7s4cx9m2arefcmcrarpdrvwttlieutf8asinb07p75ftr3,organic,parent,,laundry,17 fabric softener,non bio washing liquid,na,na,na,power sku,core of the core,false,0,870f78766607a3d436c5186ee42e47c5
27052019,superdrug,871764e12,533009,sure,personal care,deos,sure maximum protection clean scent cream stick antiperspirant 45ml,19052019,5,easy to use,i have bought this product before and liked it so have bought some more,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,deos,sure advanced protection,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,e41f3cd8862e108cf878af6a88a76ba4
27052019,superdrug,501145e12,949271,simple,personal care,skin care,simple regeneration age resisting night cream 50ml,12052019,5,my all time favourite,this is the best night cream i have ever used i have sensitive dry skin slightly oily t zone and this leaves my skin so moisturised and soft its very rich so a little goes alobg way especially on hot summer nights theres no fragrance and the ingredients are fab for anyone not just mature skin,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,12 antiageing,moisturisers,na,na,na,nonpower sku,core of the core,false,0,f8ef275ece605c08e49853142f4bc47f
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,i love this product ive been using it for a long time and recommend it to everyone,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,94f232898cc5c921f7eef048c4e76ec8
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,i love this product it is part of my esential for the body the face the hands it is very moisturizing and it makes the skin so soft i use it all the time after the shower or as i feel that my skin tense a little,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,791c30cbe2f9a2a26aceaad527990f27
27052019,superdrug,501225e12,292303,st ives,personal care,skin care,st ives fresh skin apricot face scrub 150ml,14052019,5,best scrub,i love this scrub as you actually feel as though you have had a scrub the beads are actual beads and not like some of the scrubs where you wonder if there are any beads in there smell is ok but in terms of getting rid of dead skin in preparation for your products to sink in and get the full benefit fantastic i have been using this scrub for years now and i dont know of any other that comes close price is fab i only have to use this scrub once a week as it is so good dont need to do it more than once i have sensitive skin and have never had a problem as long as its on the shelf ill keep buying it best scrub,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,4 face scrub,scrubs,na,na,na,nonpower sku,core of the core,false,0,05e98c4c5ead0167d438a1b713f93630
27052019,superdrug,871764e12,533009,sure,personal care,deos,sure maximum protection clean scent cream stick antiperspirant 45ml,17052019,5,fantastic product really works,i have been using this deodourant for 2 months i am no longer sweating for 5 or 6 years my swearing has been out of control some days i would sweat through several layers and have found myself in some arkward situations my confidence is back and i feel confident to wear tighter and more fitted clothes please try this product but you must give it a few days to kick in it will make a massive difference to your life,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,deos,sure advanced protection,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,c40af06835fcf12606f2e689590ec803
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,4,great value,i like it a lot its kind to my skin i use it to moisturize my lips and make up my eyes and it works very well,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,88124e22a4ccbd12abaad1b139dba084
27052019,superdrug,500023e12,593818,radox,personal care,skin cleansing,radox feel relaxed shower gel 250ml,17052019,5,radox,just love radox have to have them crazy as it is iv got one of each of them just can2019t find yellow one,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin cleansing,shower general,shower general,na,na,na,nonretailer core of the core,core of the core,false,0,d6077c719eaa9085efea920b1ca9b271
27052019,superdrug,871716e12,404241,dove,personal care,deos,dove original aerosol antiperspirant deodorant 250ml,13052019,5,gorgeous,really clean and fresh smelling fragrance that absolutely lasted all day long x kept me wonderful fresh and dry x i love dove and and all their products x especially the body wash and deodorants x,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,deos,female antiperspirant deodorant,female antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,8900b91418fde46a33f9aadf59082d01
27052019,superdrug,501225e12,428302,tresemm,personal care,hair,tresemme heat defence spray 300ml,09052019,5,brilliant product,brought this years ago and loved it then when i went to get it again couldnt find it so im so happy i did find it again as its perfect works so well and you get a lovely soft feel after drying your hair rather than dry and brittle love it and would recommend to anyone and will be buying more now ive found it again,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,hair,styling spray,styling spray,na,na,na,nonpower sku,core of the core,false,0,a84e2c9ead53794e7c6f8b32d65c15bf
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,vaseline is one of those products that has so many uses the original scent is not a nonexistent smell but its also not overpowering scent like some unscented products i have found myself using vaseline much more often after i became a mom its such a gentle products that i feel comfortable using on my kids gentle skin,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,a8478c0dce65c986a1c7e69c1e85c1a2
27052019,superdrug,501145e12,949305,simple,personal care,skin care,simple kind to skin exfoliating facial wipes 25 wipes,21052019,2,fluff,great exfoliating properties but fluff ends up everywhere and if you2019re wearing dark coloured clothes it2019s going to make you like you have dandruff,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,wipes,wipes,na,na,na,retailer core of the core,core of the core,false,0,a44538e69ccb74799aaab19ebba52962
27052019,superdrug,501225e12,292303,st ives,personal care,skin care,st ives fresh skin apricot face scrub 150ml,05052019,5,love it,i bought this recently love the smell of it makes your face feel clean soft and refreshed,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,4 face scrub,scrubs,na,na,na,nonpower sku,core of the core,false,0,c4e4b6b866a07a23482eba8cd4b45283
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,4,great value,oh i can say i use it everyday for all part of my body as a moisturizer as a makeup remover etci use it ever night on my lashes and eyebrows,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,72757c39d3bbc22db5a451a87cd61b46
27052019,superdrug,871764e12,540285,dove,personal care,deos,dove maximum protection original clean antiperspirant cream stick 45ml,17052019,5,amazing product,started using this product 2 months ago i have stopped sweating and stay dry all day it is the first time my sweating has been under control for about 5 years my confidence has return its great try this product give it a few days to kick in,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,deos,female cream antiperspirant deodorant,female cream antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,5583ed0d2a27d55df5d2e04b0519b2d7
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,i love vaseline how the how soft my skin feels love the fact that this product has multiple uses there is not much to improve on this product has a very good price range,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,e798e62f448e3262608ae9412ed18d7a
27052019,superdrug,871256e12,550106,dove,personal care,skin care,dove dermaspa fair to medium summer revived 200ml,15052019,4,good but a little sticky,really like the light colour this product gives meeasy to use streak free however reading a lot of reviews many claim the lotion dries quickly however this is not my experience i spend about an hour drying off and am sticky most of the day,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,10 selftan,gradual self tan,na,na,na,nonpower sku,core of the core,false,0,16aade0dbbe4df61d93f0b81e92190b1
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,i have chronically dry lips think flaky and dry after trying so many varieties of chapsticks i came back to vaseline because its the only thing that leaves me feeling hydrated and healthy other chapsticks would dry me out even more but vaseline does jot,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,7193a4dec094e1e9d957d6f0bbfae146
27052019,superdrug,42182658,244451,vaseline,personal care,personal care,vaseline original petroleum jelly 250ml,01052019,5,great value,always great it is very versatile i use it in my lips elbows knees heels its very economical too,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,personal care,17 petroleum jelly,petroleum jelly,na,na,na,nonpower sku,core of the core,false,0,4bf9b4be432eaef035494ea40f90f0b6
27052019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,08052019,5,great product,i used these everyday for about 3 months and they are great i love simple wipes anyway but these ones are great they remove all your make up and leave your skin feeling refreshed i will definitely buy these this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,nonpower sku,core of the core,false,0,c2a8874bc12a2368a617a1a5d71ecdb1
27052019,superdrug,80007e12,185256,dove,personal care,skin cleansing,dove original beauty cream bar 4 x 100g,20052019,5,love dove,i use this product all over face included makes my skin feel soft smooth and squeaky clean only downside is that i craved the smell of this so bad in both my pregnancies i had to physically stop myself eating it,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,bar soap,bar soap,na,na,na,nonpower sku,core of the core,false,0,746039acf24380c7ea9b08f6a2e19ec5
27052019,superdrug,501225e12,292338,st ives,personal care,skin care,st ives blemish control apricot face scrub 150ml,04052019,5,amazing,amazingcant rate it enough got it as a gift and can2019t stop smelling it the scent is absolutely amazing the exfoliate itself is amazing my skin after the use feels so soft just can2019t stop using itwont use any other skin brandx,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,4 face scrub,face scrub,na,na,na,nonpower sku,core of the core,false,0,fc9bc9acfd6ca7f7a5bbaae9a9c42617
27052019,superdrug,871256e12,704258,lynx,personal care,deos,lynx africa antiperspirant deodorant spray for men 200ml,07052019,1,painfull to ware,i used to use this all the time however since the newer one came out more rounded can design i can never wear it anymore since it irritate like crazy and skin go red and dry,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,deos,male antiperspirant deodorant,male antiperspirant deodorant,na,na,na,nonretailer core of the core,core of the core,false,0,a70b9a3dd8f492a88de08156a265171a
27052019,superdrug,400039e12,604660,dove,personal care,skin cleansing,dove liquid beauty cream wash handwash 250ml,20052019,5,love dove,i use this product all over face included makes my skin feel soft smooth and squeaky clean only downside is that i craved the smell of this so bad in both my pregnancies i had to physically stop myself eating it,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,moisturising handwash,moisturising handwash,na,na,na,nonpower sku,core of the core,false,0,c630f33a13638c3cdeaea8db1f714623
27052019,asda,501225e12,2262706,tresemm,personal care,hair,tresemme colour revitalise shampoo 900ml,04052019,1,not as good as i thought,i tried this shampoo as i have always used loreal elvive for my coloured hair and wanted to change i soon had realized that i had made a mistake this shampoo has silicone in and it was only when i went to my hairdressers for my usual appointment for a colour and cut my hairdresser asked what shampoo had i used as my hair was in such bad condition and that my hair had been stripped of the colour i have used the tresemme heat defence spray for years and have never had a problem with it it is just a shame that this shampoo was not any good and i wont be using it again,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,hair,women colour care shampoo,women colour care shampoo,na,na,na,nonpower sku,core of the core,false,0,c34054ba0916364abf2bade1608f3eaf
27052019,asda,501225e12,2040925,st ives,personal care,skin care,st ives blemish control apricot face scrub 150ml,04052019,5,amazing,amazingcant rate it enough got it as a gift and cant stop smelling it the scent is absolutely amazing the exfoliate itself is amazing my skin after the use feels so soft just cant stop using itwont use any other skin brandx,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,4 face scrub,face scrub,na,na,na,nonpower sku,core of the core,false,0,6122fc8bb67b902ce83a3190e806f484
27052019,asda,871256e12,5176556,dove,personal care,skin care,dove dermaspa fair to medium summer revived 200ml,19052019,5,great value,luxurious cream and a lovely smell which gave my body a lovely glow but can someone comment and let me know if you can put it on your face or not,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,10 selftan,gradual self tan,na,na,na,nonpower sku,core of the core,false,0,b1d786a74a66e66392b9bd0394dcabcd
27052019,asda,871256e12,5176556,dove,personal care,skin care,dove dermaspa fair to medium summer revived 200ml,15052019,4,good but a little sticky,really like the light colour this product gives meeasy to use streak free however reading a lot of reviews many claim the lotion dries quickly however this is not my experience i spend about an hour drying off and am sticky most of the day,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,10 selftan,gradual self tan,na,na,na,nonpower sku,core of the core,false,0,76a19e41487be4193e7475367153f10b
27052019,asda,871716e12,3373289,dove,personal care,skin cleansing,dove original beauty cream bar 6 x 100g,20052019,5,love dove,i use this product all over face included makes my skin feel soft smooth and squeaky clean only downside is that i craved the smell of this so bad in both my pregnancies i had to physically stop myself eating it,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin cleansing,bar soap,bar soap,na,na,na,retailer core of the core,core of the core,false,0,a4be0751cc9f9ec5e57a7d9ccd9dd437
27052019,asda,871256e12,5176542,dove,personal care,skin care,dove medium to dark skin summer revived 200ml,03052019,1,this tanning lotion is awful very very sticky,not impressed with this tanning lotion it is to sticky could not bear the feeling of stickiness all on my body so had to have a very long shower and the lotion would have taken to long to dry i dont recommend,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,10 selftan,gradual self tan,na,na,na,nonpower sku,core of the core,false,0,166d47ca5bb150cd1946d87c032f7bdb
27052019,asda,501145e12,4051564,simple,personal care,skin care,simple kind to skin exfoliating facial wipes 25 wipes,21052019,2,fluff,great exfoliating properties but fluff ends up everywhere and if youre wearing dark coloured clothes its going to make you like you have dandruff,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,wipes,wipes,na,na,na,nonretailer core of the core,core of the core,false,0,6a858fa5de0c4bf6835fb3fbf7e6bfbe
27052019,asda,87121e12,5119681,pg tips,refreshment,tea,pg tips original tea bags 240,24052019,3,have they changed their blend not nice,ive been drinking this tea for a long time this latest delivery tastes different i dont like the taste at all i thought i was going off tea but having changed to a different tea its still my favourite drink,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,tea,black tea,black tea,na,na,na,retailer core of the core,core of the core,false,0,82f55840c2a08de3b09570000a427f09
27052019,asda,871256e12,4669940,comfort,homecare,laundry,comfort honeysuckle sandalwood fabric conditioner 33 wash,29042019,5,the best,bought this as my friend uses it and love the smell never normally use fabric conditioner but no going back now x,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,1bb98f093b0bf4e64d2e9e434bad8f71
27052019,asda,871256e12,5368564,dove,personal care,skin cleansing,dove purely pampering shea butter body wash 500ml,27042019,5,amazing lovely smell,one of the best shower soaps i have ever used with the loveliest smell you can imagine highly recommend,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin cleansing,body wash,body wash,na,na,na,nonretailer core of the core,core of the core,false,0,eb6196d07a6a5a3a6ea0b109af96c265
27052019,asda,871256e12,3760811,comfort,homecare,laundry,comfort strawberry lily fabric conditioner 33 wash,17052019,5,miss,my all time favourite softener ive never smelt anything so nice and lasts for a long time very happy customer,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,927fe04f4c7ae2d7500ba5478bbf065c
27052019,asda,500018e12,8348,knorr,foods,savoury,knorr vegetable stock cubes 8 x 10g,01052019,4,taste,i buy veg stock cubes in big batches but this week bought more and not as strong flavour not sure if youve blanded the recipe but not as good needs looking into as will start looking elsewhere,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,savoury,vegetable stockpotscubes extractliquidconcentrated,vegetable stockpotscubes extractliquidconcentrated,na,na,na,nonpower sku,core of the core,false,0,2b230490a5df06c0fdb52019ccab7696
27052019,asda,871257e12,3988558,knorr,foods,savoury,knorr rich beef stock pot 4 x 28g,29042019,1,jez,they say its gluten free i used one in a beef casserole and spent the next day sat on the toilet it contains barley not good for coeliac people,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,savoury,beef stockpotscubesextractliquidconcentrated,beef stockpotscubesextractliquidconcentrated,na,na,na,nonpower sku,core of the core,false,0,50f516aaf0f15c881b7a58b2e47813cb
27052019,asda,871091e12,5452070,domestos,homecare,hhc,domestos power 5 lime toilet rim block 1pc,06052019,5,smells great,i love these and have used them for years now they smell lovely from start to end,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,hhc,11 rim blocks,rim block,na,na,na,nonpower sku,core of the core,false,0,3db7f82ccdff4d38e68a8f54ef6b275d
27052019,asda,871256e12,3760811,comfort,homecare,laundry,comfort strawberry lily fabric conditioner 33 wash,04052019,4,miss,this is one my favourite scents however ive recently noticed that the conditioner is no longer pink in colour and the scent has dramatically changed can someone please explain disappointing,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,fa6ff1c9e067f9473b434d9a7a55de5a
27052019,asda,871764e12,3204003,dove,personal care,deos,dove maximum protection original clean antiperspirant cream stick 45ml,17052019,5,amazing product,started using this product 2 months ago i have stopped sweating and stay dry all day it is the first time my sweating has been under control for about 5 years my confidence has return its great try this product give it a few days to kick in,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,deos,female cream antiperspirant deodorant,female cream antiperspirant deodorant,na,na,na,nonpower sku,core of the core,false,0,5f6fa47cecf7bff849229c9239f87f12
27052019,asda,871045e12,6002045,persil,homecare,laundry,persil 3in1 colour washing capsules 38 wash 1026g,18052019,1,disappointed,i normally buy persil colour powder but as it seems unavailable i decided to try these and was not impressed it got the washing reasonably clean but did not remove stains from my babys nappy cream the smell is unpleasant and overpowering even after an extra rinse we do not use fabric conditioner as there was no need for it with the powder using these tabs the clothes dry cardboard hard and creased i will not be buying again,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,2 colour capsules,colour washing capsules,na,na,na,nonpower sku,core of the core,false,0,03a7309d8dc96f3e16822eb1de5d49f8
27052019,asda,871256e12,5020193,comfort,homecare,laundry,comfort creations cherryblossom sweetpea fabric conditioner 33 wash 116l,21052019,5,mrs b,i bought this for the first time a couple of weeks ago it smells amazing and the fragrance lasts ages will be buying this from now on,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,45b7646a4258b95ed5ab136f602b06d7
27052019,asda,871256e12,3760811,comfort,homecare,laundry,comfort strawberry lily fabric conditioner 33 wash,15052019,1,ms,i have used this softener forever but why has the colour changed and the smell it is not as nice as it used to be whats happened,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,68b96b58ab89c6d9acf52fa56740a790
27052019,asda,80007e12,41581,dove,personal care,skin cleansing,dove original beauty cream bar 4 x 100g,20052019,5,love dove,i use this product all over face included makes my skin feel soft smooth and squeaky clean only downside is that i craved the smell of this so bad in both my pregnancies i had to physically stop myself eating it,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin cleansing,bar soap,bar soap,na,na,na,retailer core of the core,core of the core,false,0,88e69ca998c2f1505718e682effeba9c
27052019,asda,871256e12,5117112,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,08052019,5,great product,i used these everyday for about 3 months and they are great i love simple wipes anyway but these ones are great they remove all your make up and leave your skin feeling refreshed i will definitely buy these this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,face wipes,face wipes,na,na,na,nonpower sku,core of the core,false,0,41f2fbe68b419a65d66b3f057e70292f
27052019,asda,500012e12,1929406,pot noodle,foods,savoury,pot noodle chicken mushroom standard 90g,02052019,5,gd,great ever always i by this soup best than anyone,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,savoury,4 pot snacking noodle,pot snacks,na,na,na,nonpower sku,core of the core,false,0,7edbce2c481e0ecd0b3730319e0c1901
27052019,asda,871256e12,5020193,comfort,homecare,laundry,comfort creations cherryblossom sweetpea fabric conditioner 33 wash 116l,23052019,1,was amazing but they changed it,since i discovered this smell i have never changed but i got it in my shopping this week and its a different smellnot the same which is a shame as it was my favourite it does say new fragrance blend on itif it aint broke dont fix it,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,17 fabric softener,cotc fabric conditioner,na,na,na,nonpower sku,core of the core,false,0,9ef6b5783373843ffcc6dadc1928fcbe
27052019,asda,871257e12,3368468,knorr,foods,savoury,knorr rich beef stock pot 8 x 28g,29042019,1,jez,they say its gluten free i used one in a beef casserole and spent the next day sat on the toilet it contains barley not good for coeliac people,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,savoury,beef stockpotscubesextractliquidconcentrated,beef stockpotscubesextractliquidconcentrated,na,na,na,nonpower sku,core of the core,false,0,7fee1b66112bf3a44a1422e020331145
27052019,asda,871716e12,6198613,surf,homecare,laundry,surf tropical lily washing powder 52 kg,15052019,5,bring bk the surf gems as these were really good,bring bk the surf gems they were so good and vaule for money and easy to use,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,cotc washing powder,cotc washing powder,na,na,na,nonpower sku,core of the core,false,0,9e43e3b3ca8d0bbb70427a9d7fc52233
27052019,asda,871256e12,5009699,dove,personal care,skin cleansing,dove deeply nourishing body wash 250ml,20052019,5,perfect shower gel,my wife loves a good shower gel and this is the only one she says leaves her skin super soft a little squeeze does her whole body and the smell is incredible,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin cleansing,shower general,shower general,na,na,na,nonpower sku,core of the core,false,0,b7c7844a952f31469a563f88a759095c
